18,0,1,36.4,3
20,0,1,34.24,1
18,0,3,38.86,2
19,0,2,33.69,3
19,0,1,47.53,1
19,0,2,34.6,4
19,0,1,38.98,1
20,1,8,32.47,4
20,0,7,48.48,0
21,1,7,28.95,4
18,0,4,39.31,3
19,1,2,15.93,1
19,0,1,46.25,1
19,1,2,18.89,3
19,1,1,27.08,3
18,1,6,24.57,3
19,0,1,44.48,1
18,1,3,15.75,1
18,0,4,53.25,3
18,1,1,27.58,3
18,0,1,36.92,0
21,1,7,20.42,3
19,0,1,41.02,2
19,1,2,22.86,3
19,0,1,42.88,2
20,1,1,22.75,4
19,0,2,33.25,1
19,1,4,14.63,3
19,0,1,33.13,2
19,1,2,19.36,3
18,0,1,46.02,1
20,1,1,20.84,2
19,1,5,21.72,0
22,0,5,51.52,1
18,1,1,18.4,3
19,0,1,54.31,2
18,1,1,24.32,1
19,0,3,52.15,2
18,1,7,22.88,3
18,0,8,39.39,3
24,1,2,25.51,3
19,0,2,43.7,0
20,1,7,33.64,3
19,0,1,43.91,3
21,1,7,20.88,2
19,0,1,41.92,1
19,1,2,16.73,4
21,0,1,40.36,2
18,1,5,11.01,4
22,0,5,50.06,3
18,1,2,16.5,4
18,0,1,47.24,3
19,1,8,23.6,3
19,0,1,50.22,1
18,1,1,17.2,2
18,0,1,39.81,0
18,1,2,21.94,4
23,0,7,39.57,2
18,1,5,16.6,3
19,0,5,50.3,1
18,1,1,31.17,3
19,0,2,43.69,0
19,1,3,40.28,4
18,0,7,43.43,3
18,1,4,18.48,4
19,0,1,33.15,3
20,1,1,26.49,4
19,0,1,51.41,4
19,1,2,26.43,3
19,1,5,14.26,3
22,0,7,30.51,2
18,1,1,16.66,4
19,0,1,28.16,1
18,1,8,18.67,3
18,0,1,52.28,0
18,1,1,20.68,3
21,0,1,41.5,0
19,1,1,19.31,4
18,0,5,43.88,3
20,1,8,14.14,1
18,0,4,40.34,1
19,1,1,21.92,3
21,0,3,29.08,2
21,1,1,29.43,2
18,0,7,20.74,1
19,1,6,29.48,3
19,0,6,31.55,0
18,1,1,24.68,2
25,0,6,41.42,3
18,1,8,25.83,3
29,0,1,64.98,3
18,1,7,22.7,3
19,0,2,36.56,3
20,1,7,20.5,3
27,0,1,56.66,1
18,1,2,16.76,1
21,0,7,50.58,3
19,1,1,21.75,3
20,0,1,56.07,1
18,1,1,29.23,3
20,0,2,47.1,1
18,1,8,23.2,1
18,0,1,34.57,1
20,1,5,27.07,3
19,0,1,21.77,0
19,1,1,22.66,3
19,0,1,48.73,1
18,1,1,24.26,2
18,0,2,27.78,1
19,1,1,27.92,2
19,0,1,47.15,1
19,1,1,25.23,1
18,1,1,22.74,1
19,0,7,41.39,2
19,1,1,28.77,3
18,1,2,35.61,3
19,0,5,21.27,1
18,1,1,21.28,4
18,1,2,19.07,3
19,0,7,41.23,2
19,1,3,19.53,4
18,0,1,36.47,3
21,1,5,26.88,2
18,0,8,48.59,0
18,1,1,22.28,4
19,0,1,48.08,2
18,1,1,31.7,3
19,0,1,33.51,1
19,0,1,25.58,1
18,1,2,24.11,3
18,0,2,36.14,1
18,1,8,22.74,1
19,0,1,47.56,3
18,1,2,13.68,3
18,0,3,53.66,2
20,1,1,21.98,3
19,0,1,34.34,3
18,1,1,29.15,2
18,0,1,43.94,1
19,1,1,28.2,0
22,0,7,51.95,1
22,1,7,22.14,2
23,0,5,54.17,2
19,1,1,36.19,1
20,0,2,43.03,1
21,1,1,28.23,2
19,0,2,27.18,2
19,1,7,13.65,1
18,0,3,44.57,2
19,1,1,23.81,3
19,0,2,31.1,3
18,1,7,21.03,2
20,0,4,51.75,1
19,1,4,31.04,0
19,0,1,44.48,1
20,1,2,20.64,1
18,0,1,38.45,1
19,1,2,26.92,3
18,0,8,18.47,2
19,1,1,25.25,3
21,0,1,44.68,2
18,1,1,24.61,3
19,0,1,61.49,0
19,1,2,29.08,3
19,0,1,45.94,4
19,1,7,18.08,3
18,0,1,63.28,1
21,1,8,9.08,0
20,0,1,44.7,1
19,1,7,23.91,1
19,0,2,36.13,2
18,1,7,16.81,0
20,0,1,55.43,1
18,1,6,18.92,3
18,0,1,52.95,1
22,1,5,19.53,2
18,0,1,45.83,1
19,1,2,26.99,3
19,0,1,45.68,1
20,1,7,19.17,1
18,0,2,48.59,2
18,1,6,29.86,3
21,0,8,28.64,2
19,1,8,26.01,0
19,0,2,22.51,0
21,1,1,26.91,0
19,0,1,42.11,0
18,1,6,21.5,3
19,0,1,47.74,2
18,1,3,20.81,2
20,0,5,26.58,1
19,1,1,20.15,3
18,0,6,32.49,3
19,1,1,25,3
18,0,8,49.49,1
20,1,2,25.91,4
20,0,5,29.94,3
19,0,7,26.59,3
19,1,1,21.16,4
18,0,1,63.98,0
20,1,1,31.49,0
19,0,1,34.16,3
19,1,8,32.22,3
19,0,1,49.89,1
19,1,1,28.81,3
20,0,1,49.17,1
19,1,3,15.36,2
20,0,7,46.64,3
18,1,1,25.43,3
19,0,1,27.41,4
18,1,1,28.36,3
18,0,7,53.5,3
19,1,1,28.1,3
18,0,7,40.39,1
21,1,7,25.18,2
18,0,1,36.01,1
19,1,2,18.76,3
24,0,5,31.2,2
18,1,1,22.26,3
19,0,1,45.88,1
18,1,2,17.83,2
20,0,1,55.94,1
19,1,2,20.66,3
18,0,2,37.74,3
19,1,2,19.52,3
19,0,1,30.64,3
19,1,1,27.22,1
18,0,1,46.33,1
19,1,1,32.53,2
19,1,1,27.1,2
20,0,1,30.55,1
19,1,1,32.66,4
18,0,2,32.69,1
19,1,1,31.4,4
18,0,3,59.53,0
18,1,1,22.01,1
20,0,7,34.94,1
21,1,3,27.05,1
19,0,2,34.68,3
18,1,1,15.14,3
18,0,1,41.21,0
18,1,2,19.17,1
19,0,1,46.31,3
18,1,2,23.27,3
21,0,6,41.5,2
21,0,1,21.75,4
19,1,1,24.55,3
20,0,1,35.78,1
18,1,1,21.16,2
18,0,1,41.6,1
18,0,1,46.68,2
20,1,7,22.96,2
22,0,7,35.1,2
21,1,8,35.83,0
19,0,1,42.73,2
18,1,1,25.32,3
19,0,1,35,1
18,1,1,31.11,0
19,1,1,26.24,1
19,1,1,23.01,0
24,0,1,46.85,0
19,1,1,24.83,2
18,0,1,48.63,1
18,1,1,26.44,2
18,0,1,39.89,1
18,1,1,18.82,3
18,0,7,38.83,2
19,1,3,27.69,2
18,0,1,27.9,2
19,1,1,23.58,3
19,0,3,57.76,2
19,1,3,29.74,4
19,0,2,36.11,3
20,1,1,11.23,3
20,0,6,41.88,3
19,1,2,23.23,3
18,0,2,40.73,4
20,1,5,19.49,2
18,0,8,25.06,3
18,1,1,24.58,2
19,0,1,56.06,2
19,1,1,28.49,3
18,0,1,36.88,0
20,0,6,39.28,3
19,0,1,37.85,1
20,0,7,35.36,2
20,0,5,31.56,2
19,0,1,41.55,1
18,0,1,34.35,1
24,0,1,37.77,3
19,0,1,32.58,0
18,0,2,40.68,1
18,0,1,30.4,3
27,0,1,46.51,0
19,0,2,29.41,3
18,0,1,33.28,0
19,0,1,36.51,0
19,0,1,41.81,0
29,0,8,32.97,1
18,0,1,44.24,2
18,0,2,36.32,2
18,0,1,41.98,4
18,0,5,32.18,1
20,0,1,17.77,3
19,0,1,45.11,3
